Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Martinez,2,1405000,14051
Williams,1,3868000,38681
Thomas,0,3252500,32526
Moore,3,1686000,16861
Moore,4,2950900,29510
White,3,1251900,12520
Davis,4,3667400,36675
Jones,0,367200,3673
Brown,4,1951100,19512
Martinez,4,978500,9786
Moore,2,326100,3262
Wilson,1,1687600,16877
Martinez,2,3499100,34992
White,3,108000,1081
Harris,3,3764000,37641
Harris,2,2303400,23035
Martinez,2,4030200,40303
Johnson,0,3729300,37294
Anderson,2,3669900,36700
Smith,0,2996500,29966
Davis,2,1806400,18065
Smith,4,1564100,15642
Moore,3,2313100,23132
Martinez,1,656200,6563
Martinez,2,1940200,19403
Martin,2,2153800,21539
Jones,4,3906700,39068
Taylor,1,1958500,19586
Anderson,2,1330600,13307
Robinson,0,4110300,41104
Jackson,1,1564200,15643
Martinez,0,2895600,28957
Miller,2,962400,9625
Thomas,0,3531400,35315
Anderson,3,905600,9057
Miller,4,2642600,26427
Jones,0,2477200,24773
Jackson,1,3279400,32795
Martinez,4,1273800,12739
Taylor,4,1339800,13399
Johnson,3,251800,2519
Jackson,3,1469600,14697
Martinez,2,3605400,36055
Davis,3,386800,3869
Martin,1,1954100,19542
Miller,3,2622800,26229
Jones,1,1158400,11585
Smith,3,1913700,19138
Martinez,0,4262200,42623
Brown,4,2449200,24493
Thomas,3,1688500,16886
Miller,1,3597000,35971
Thomas,1,2780900,27810
Brown,4,3196200,31963
Thompson,2,2159200,21593
Smith,1,876400,8765
Smith,2,3468000,34681
Smith,4,924500,9246
Thomas,2,1021600,10217
Moore,0,2344500,23446
Thompson,0,795900,7960
Garcia,1,1965200,19653
White,3,897200,8973
Thompson,0,476600,4767
Robinson,1,2482800,24829
Robinson,2,870700,8708
Harris,3,506800,5069
Moore,3,1315800,13159
Thomas,1,3498200,34983
Harris,1,4175400,41755
Jones,0,3395900,33960
Jackson,0,2591800,25919
Garcia,0,2005600,20057
Davis,1,3593300,35934
Miller,0,2953300,29534
Martinez,0,1670100,16702
Wilson,1,1127900,11280
Garcia,0,2031400,20315
Davis,4,3164500,31646
Anderson,4,3416600,34167
Garcia,2,1674900,16750
Wilson,4,2556100,25551
Thomas,0,3126600,31267
White,2,2042100,20422
Jackson,4,3561600,35617
Martin,4,3434200,34343
Williams,3,1915900,19160
Miller,2,4047100,40472
Martinez,4,4005500,40056
Robinson,4,409200,4093
Johnson,4,2549900,25500
Williams,0,999300,9994
White,3,704000,7041
Thompson,4,3480800,34809
Thomas,0,492400,4925
Garcia,3,3624700,36248
Martin,2,384400,3845
Martin,4,1074500,10746
Miller,0,2428300,24284
Johnson,2,552200,5523
Thomas,0,1066500,10666
Martin,1,1127600,11277
Jones,3,1895000,18951
Moore,4,2012300,20124
Garcia,2,1557800,15579
Garcia,1,2643800,26439
Taylor,0,3433800,34339
Robinson,1,3176600,31767
Brown,1,3149500,31496
Taylor,1,518600,5187
Harris,3,2642900,26430
Brown,2,2198000,21981
Davis,2,3503000,35031
White,4,1980200,19803
Taylor,2,79300,794
Martin,3,358800,3589
Anderson,2,1935700,19358
Robinson,4,2382800,23829
Wilson,4,2668100,26682
Wilson,0,317100,3172
Wilson,1,103400,1035
Garcia,0,1049600,10497
Anderson,1,129600,1297
Miller,0,4367700,43678
Brown,2,274100,2742
Williams,2,3037400,30375
Johnson,3,4267000,42671
Davis,1,3595200,35953
Brown,4,1936300,19364
Johnson,1,1861100,18612
Thompson,0,3985200,39853
Taylor,3,207600,2077
Thomas,1,372300,3724
White,4,431800,4319
Garcia,4,236000,2361
Brown,3,3836600,38367
Harris,2,4360300,43604
Garcia,1,868600,8687
Thomas,2,1368900,13679
Robinson,3,913300,9134
Williams,3,3989700,39898
Anderson,2,420300,4204
Johnson,0,1346600,13467
Anderson,4,1574000,15741
Miller,1,3643200,36433
Thompson,0,530300,5304
Martin,1,846100,8462
Garcia,0,1341600,13417
White,4,3116200,31163
Brown,2,4400,45
Miller,3,944200,9443
Miller,3,4084300,40844
Taylor,0,3492700,34928
Jones,2,1133900,11340
Jackson,1,2810600,28107
Thomas,3,648500,6486
Anderson,2,3135400,31355
Taylor,2,1376300,13764
White,1,3867000,38671
Moore,0,963400,9635
Anderson,2,3441500,34416
Thompson,3,584100,5842
Martin,1,104600,1047
Jones,3,3082400,30825
Thompson,0,834800,8349
Jones,2,1999800,19999
Robinson,0,178800,1789
White,1,1144300,11444
Anderson,2,3686300,36864
Smith,0,877400,8775
Moore,2,586700,5868
Wilson,4,2084900,20850
Jones,0,701300,7014
Smith,1,1503600,15037
Miller,4,2114400,21145
Jones,4,2372900,23730
Thompson,1,1608300,16084
Miller,1,3765100,37652
Wilson,3,2998800,29989
Brown,2,3983500,39836
Davis,2,3625200,36253
Robinson,0,1480000,14801
Martin,4,137600,1377
Miller,1,1538200,15383
Miller,4,235400,2355
Jones,0,3696500,36966
Davis,4,1585100,15852
Brown,4,3288600,32887
Jackson,0,3277700,32778
Moore,0,749700,7498
Martin,2,90000,901
White,4,2711200,27113
Brown,1,672800,6729
Jackson,0,3385400,33855
Jackson,4,506100,5062
Jackson,1,3163500,31636
Moore,2,1297600,12977
Martin,4,4187300,41874
Martin,4,2729200,27293
Wilson,2,474200,4743
Harris,3,2189600,21897
Taylor,3,3316300,33164
Taylor,4,1547800,15479
Moore,1,985800,9859
Brown,1,238500,2386
Williams,0,1743500,17436
Thomas,3,280300,2804
Martinez,1,1187700,11878
Jackson,3,2634300,26344
Harris,1,3034400,30345
Wilson,1,2236600,22367
Jones,4,1758600,17587
Martinez,4,1445700,14458
Martinez,0,1282600,12827
Thompson,4,2379500,23796
Anderson,2,1708700,17088
Jones,3,3507800,35079
Smith,0,4037200,40373
Moore,0,2408000,24081
Miller,3,2875500,28756
Miller,0,2613200,26133
White,4,2616100,26162
Miller,2,1525500,15256
Harris,4,2923000,29231
Davis,3,3425900,34260
Thompson,3,3258600,32587
White,0,1491600,14917
Jackson,1,3141800,31419
Anderson,0,3669600,36697
Thompson,3,3533100,35332
Anderson,4,3466200,34663
Williams,3,923400,9235
Brown,3,2535300,25354
Williams,1,430100,4302
Williams,2,1691900,16920
Thompson,1,542100,5422
Martin,2,531200,5313
Taylor,3,3290200,32903
Miller,2,1329600,13297
White,4,4071300,40714
Moore,1,4169000,41691
Garcia,1,2313500,23136
White,4,4037100,40372
Moore,1,3997700,39978
Robinson,3,785700,7858
Jones,0,348500,3486
Robinson,3,456800,4569
Brown,1,3140200,31403
Harris,4,721800,7219
Thompson,4,4116700,41168
Thompson,0,4267600,42677
Williams,2,1677500,16776
Miller,0,3934600,39347
Martin,4,2393600,23937
Jackson,1,1327600,13277
Harris,2,3299700,32998
Taylor,0,3936000,39361
Thompson,1,3139500,31396
Williams,3,816100,8162
Jones,4,2587300,25874
Johnson,1,2716900,27170
Anderson,0,3035200,30353
Brown,1,2417000,24171
Garcia,3,544800,5449
Robinson,1,3640000,36401
Taylor,0,2997100,29972
Martinez,4,1469300,14694
Jones,1,2229500,22296
White,3,497900,4980
White,3,558000,5581
Moore,4,2855400,28555
Johnson,3,1131500,11316
Miller,1,4181100,41812
Taylor,3,1974500,19746
Smith,0,564700,5648
Martinez,1,326300,3264
Johnson,0,80200,803
Johnson,4,2223000,22231
Williams,0,1023800,10239
Jones,0,2276300,22764
Jackson,4,3242200,32423
Martin,0,9100,92
Taylor,1,2625800,26259
Smith,2,279800,2799
Miller,1,2309400,23095
Garcia,4,3114700,31148
Martinez,3,508600,5076
Davis,0,2719300,27194
Taylor,3,1935500,19356
Martin,3,2241500,22416
Wilson,1,4259700,42598
Williams,1,1287700,12878
Thomas,1,297600,2977
Harris,0,3143200,31433
Miller,2,1142900,11430
Robinson,2,761700,7618
Williams,2,2593900,25940
Taylor,3,3037500,30376
Taylor,0,914200,9143
Jones,4,2048500,20486
Jackson,1,2367700,23678
Taylor,3,698400,6985
Anderson,0,1785300,17854
White,1,3465800,34659
Moore,4,2753200,27533
Anderson,1,324800,3249
Brown,3,2721700,27218
Taylor,3,1008000,10081
Wilson,2,1919100,19192
Wilson,2,941400,9415
Smith,4,2416400,24165
Jackson,3,772700,7728
Miller,4,3862800,38629
Jones,3,926900,9270
Robinson,3,587100,5872
Thomas,3,4187400,41875
Wilson,4,3240100,32402
Thomas,1,4218000,42181
Anderson,0,3630200,36303
Miller,0,94300,944
Moore,1,2037600,20377
Smith,2,3907400,39075
Smith,0,690600,6907
Wilson,1,2982000,29821
Jones,2,1918100,19182
Wilson,2,2933200,29333
Wilson,0,3970100,39702
Wilson,0,3530900,35310
Smith,3,3098300,30984
Harris,3,135100,1352
Moore,3,1672800,16729
Taylor,3,3823000,38220
Harris,4,4148600,41487
Anderson,3,179300,1794
Jones,0,2828600,28287
Williams,2,4058000,40581
Taylor,2,2012900,20130
Brown,0,4360200,43603
Miller,4,491900,4920
Wilson,1,2222000,22221
Smith,2,2914900,29150
Williams,4,1053100,10532
Martin,1,1854900,18550
Garcia,0,3749000,37491
Thompson,0,2984200,29843
Martin,4,1437500,14376
Robinson,0,1543100,15432
Jackson,1,3820300,38204
Miller,0,3182500,31826
Johnson,0,2275600,22757
Thomas,3,595200,5953
Robinson,3,3525500,35256
Wilson,1,4241000,42411
Wilson,2,2657900,26580
Miller,4,197800,1979
Anderson,2,1490100,14902
Robinson,2,2782000,27821
Martinez,0,1767500,17676
Thomas,2,3957200,39573
Brown,4,1745400,17455
Davis,1,1442100,14422
Davis,2,708200,7083
Moore,0,1357400,13575
Martinez,4,3772300,37713
Johnson,3,3350600,33507
Harris,3,1368600,13687
Martinez,2,3145500,31456
Thompson,1,2815100,28152
Davis,2,1341900,13420
Brown,2,1516000,15161
Anderson,0,763700,7638
Anderson,1,2920200,29203
Brown,1,77200,773
Martinez,4,3149400,31495
Taylor,1,37300,374
White,3,3632800,36329
Wilson,0,3698500,36986
Martin,4,2048200,20483
White,0,2406100,24062
Taylor,0,867400,8675
Taylor,0,2860500,28606
Jackson,4,794300,7944
Smith,4,3292200,32923
Martin,0,2828000,28281
Anderson,3,1928300,19284
Johnson,3,2707500,27076
Williams,3,1452100,14522
Martin,2,1541300,15414
Moore,2,3747100,37472
Miller,2,2398200,23972
Brown,2,4232600,42327
Williams,4,576400,5765
Wilson,0,1744900,17450
Thomas,0,3894900,38950
Martin,1,447200,4473
Thompson,3,2872300,28724
Robinson,4,1052900,10530
Martin,2,2628700,26288
Taylor,0,3019200,30193
Harris,4,2311500,23116
Harris,3,3592300,35924
Taylor,3,3026600,30267
Wilson,4,3638500,36386
Harris,3,3870000,38701
Smith,0,2888600,28887
Jones,4,362600,3627
Jackson,1,1387900,13880
Taylor,3,3736800,37369
Smith,4,77300,774
Smith,0,3027500,30276
Davis,4,1964500,19646
Smith,4,3000600,30007
White,2,1061100,10612
Thompson,4,2768400,27685
Williams,0,4176000,41761
Thomas,4,3103300,31034
Martin,1,828500,8286
Johnson,0,3393600,33937
Harris,4,915800,9159
Smith,1,921500,9216
Taylor,4,519800,5199
Taylor,2,2485100,24852
Thomas,3,4117100,41172
Smith,3,2906200,29063
Williams,2,335200,3353
Thompson,3,251100,2512
Davis,1,4043300,40434
Johnson,1,2308000,23081
Brown,3,1159500,11596
Harris,2,4241500,42416
Taylor,1,2322900,23230
Harris,4,3065100,30652
Brown,1,125800,1259
Johnson,2,2099600,20997
Martin,4,634900,6350
Miller,2,1115100,11152
Harris,0,4179400,41795
Taylor,1,3790700,37908
White,4,3771800,37719
Johnson,2,1715100,17152
Brown,4,3864300,38644
Jackson,4,1741000,17411
Martinez,2,3288400,32885
Davis,2,2999300,29994
Thomas,2,2083700,20838
Thomas,3,516100,5162
White,4,3567100,35672
Moore,1,1342900,13430
Miller,4,2931400,29315
Wilson,2,925700,9258
Smith,0,2515100,25152
Taylor,0,505300,5054
Smith,4,166900,1670
Robinson,3,795300,7954
Miller,3,2280100,22802
White,0,238900,2390
Garcia,1,2233000,22331
Miller,0,187600,1877
Robinson,1,2958300,29584
Martinez,3,1455800,14559
Martin,3,2710100,27102
White,2,3028600,30287
Harris,2,289600,2897
Taylor,1,2444100,24442
Brown,1,1918400,19185
Jackson,2,1698600,16987
Jones,4,40800,409
Harris,2,2522700,25228
Jones,4,1729400,17295
Smith,1,1749000,17491
Martin,0,3225700,32258
Smith,4,187400,1875
Garcia,4,822700,8228
Jackson,1,3035600,30357
White,2,3577100,35761
Harris,3,579400,5795
Taylor,3,688800,6889
Moore,3,3368000,33681
Jackson,3,395400,3955
Miller,4,3996800,39969
Wilson,2,3355400,33555
Taylor,3,613500,6136
Moore,2,2790500,27906
Moore,3,2102600,21027
Robinson,1,2029700,20298
Jones,1,162300,1624
Taylor,3,446800,4469
Wilson,0,1021400,10215
Miller,1,198300,1984
Anderson,1,3237700,32378
Jones,3,561500,5616
Brown,2,1618000,16181
Brown,0,2853000,28531
Miller,4,319300,3194
Moore,2,3002000,30021
Jones,3,706100,7062
Davis,4,732800,7329
Thomas,4,3990900,39910
Garcia,3,3471200,34713
Moore,4,1074800,10749
Garcia,1,1634400,16345
Martin,2,3839600,38397
Johnson,3,562000,5621
Thomas,0,731500,7316
Martinez,1,847400,8475
Smith,4,4361800,43619
Smith,2,4059600,40597
Garcia,1,1251700,12518
Davis,2,3409000,34091
Taylor,2,506700,5068
Johnson,4,2489600,24897
Moore,3,2624100,26242
Johnson,0,3647700,36478
Thompson,1,3874800,38749
Wilson,3,2622300,26224
Johnson,3,31700,318
Miller,4,2018900,20190
Harris,3,349700,3498
White,3,633100,6332
Taylor,3,2842600,28427
Wilson,3,1514100,15142
Davis,1,3922600,39227
Jackson,0,752700,7528
Moore,0,2539600,25397
Garcia,2,318700,3188
Garcia,1,2180200,21803
Wilson,0,1017600,10177
Jones,0,3796600,37967
Wilson,4,625800,6259
Martinez,0,3821300,38214
Garcia,0,4096400,40965
Thomas,4,1196000,11961
Martin,3,2579600,25786
Jackson,2,347200,3473
Martin,2,500300,5004
Miller,0,3719300,37194
Miller,4,2970300,29704
Thomas,1,4365700,43658
Martin,4,2259100,22592
Martinez,2,744600,7436
White,2,4361600,43617
Smith,2,1823200,18233
Miller,3,3050800,30509
Smith,0,2231500,22316
Harris,4,2125100,21252
Garcia,1,693900,6940
Moore,1,2043900,20440
Thompson,4,469200,4693
Martin,3,2644100,26442
Brown,2,1029000,10291
Thomas,0,3905300,39054
Williams,4,3838600,38387
Martin,4,142300,1424
Wilson,4,367300,3674
Taylor,1,2174400,21745
Martin,4,1082700,10828
Jones,0,1756200,17563
Johnson,0,1778200,17783
Harris,1,1120400,11205
Smith,0,4118400,41185
Anderson,1,815200,8153
Miller,3,113100,1121
Robinson,4,1584000,15841
Thompson,3,2418100,24182
Williams,3,2692600,26927
Robinson,2,3423100,34232
Martinez,4,1125400,11255
Smith,1,908500,9086
Harris,2,2907000,29071
Anderson,0,2825600,28257
Williams,4,1772100,17722
Davis,2,861400,8615
Robinson,1,1107800,11079
Smith,3,2865200,28653
Taylor,1,2924000,29241
Thomas,0,2257100,22572
Garcia,0,3021200,30213
Davis,4,2461000,24611
Moore,0,2812400,28125
Jones,2,3068300,30684
Thompson,4,1792800,17929
Jackson,2,3186100,31862
Robinson,3,1627100,16272
Miller,2,2763500,27636
Davis,1,1748800,17489
Robinson,1,1305700,13058
Anderson,0,2946700,29468
Thompson,0,156400,1565
Anderson,3,2069000,20691
Martinez,4,2307400,23075
Anderson,3,2957100,29572
Miller,1,2764300,27644
Thompson,3,2253200,22533
Taylor,3,3091500,30916
Anderson,2,4067700,40678
Johnson,1,1152300,11524
Johnson,4,2206900,22070
Jackson,0,2666700,26657
Davis,1,1718900,17190
Miller,3,4142600,41427
Smith,0,3145100,31452
Martin,3,55400,555
Martin,2,1979800,19799
Robinson,1,3890500,38906
Miller,3,1009100,10092
Robinson,1,519100,5192
Brown,1,2886100,28862
Williams,1,1029400,10295
Wilson,2,686700,6868
Anderson,4,2085800,20859
Williams,3,3459200,34593
Davis,3,1452200,14523
White,2,3716500,37166
Anderson,0,2917600,29177
Williams,4,2097900,20980
Miller,4,579800,5799
Miller,0,3111900,31120
Thompson,2,2062000,20621
Wilson,2,1974400,19745
Davis,1,3678100,36782
Harris,1,1757600,17577
Robinson,4,1026400,10265
Harris,3,23900,240
Miller,1,453000,4531
Harris,3,3142400,31425
Smith,3,2976300,29764
Smith,3,1788300,17884
Anderson,1,2907300,29074
Miller,3,949300,9494
Wilson,1,1323900,13240
Jones,2,2495300,24954
Harris,4,3161900,31620
Martin,3,3924300,39244
Wilson,1,4340700,43408
Anderson,2,641600,6417
Anderson,4,2580500,25806
Harris,0,4276900,42770
Smith,3,2615800,26148
Robinson,3,1583700,15838
Brown,3,3339900,33400
Smith,1,3361600,33617
Jones,3,1919000,19191
Williams,2,504400,5045
Harris,3,3298500,32986
White,3,2035900,20360
Taylor,4,337800,3379
Williams,1,1640000,16401
Jackson,3,1187100,11872
Moore,1,2336200,23363
Jackson,4,1176900,11770
Thomas,3,4339200,43393
Thomas,0,1338100,13382
Jackson,1,20300,204
Moore,0,1781900,17820
Williams,0,3605800,36059
Miller,3,1608400,16074
Moore,3,756400,7565
Jones,3,3120100,31202
Smith,0,3421100,34212
Thompson,3,905700,9058
Anderson,4,7100,72
Garcia,2,1937500,19376
Miller,0,316000,3150
Brown,2,1852800,18529
Thomas,3,1875000,18751
Williams,1,1662500,16615
Jackson,2,3672700,36728
Martin,0,621700,6218
Martin,3,2004200,20043
Martin,0,4174400,41745
Williams,1,2036600,20367
Miller,1,2872800,28729
Miller,4,1847900,18480
Johnson,4,3951000,39511
Williams,1,3812300,38124
Wilson,1,3273400,32735
Anderson,1,2782200,27823
Taylor,4,1958300,19584
Jones,4,3014200,30143
Smith,2,2743200,27433
Anderson,3,2665300,26643
Anderson,0,2971300,29714
Jackson,1,3300800,33009
Taylor,4,3683500,36836
White,4,3911900,39120
Miller,1,1586000,15861
White,0,2908900,29090
Moore,0,3487700,34878
Jones,3,3428000,34281
Garcia,2,1810900,18110
Martinez,1,4160600,41607
Wilson,3,273800,2739
Thompson,2,2279200,22793
Martinez,1,773100,7721
Wilson,3,1737400,17375
Moore,4,4290200,42903
Thomas,3,3634600,36347
Taylor,4,2589800,25899
Wilson,3,2783000,27831
Smith,1,4314300,43144
Davis,0,4224600,42247
Garcia,1,3564300,35644
Wilson,2,1105300,11054
Miller,2,3825700,38258
White,0,3310100,33102
Wilson,1,1488300,14884
Johnson,4,262200,2623
White,2,3499800,34999
Thompson,3,4193300,41934
Anderson,4,400800,4009
Thompson,2,2756100,27562
Smith,1,500800,5009
Davis,2,2927900,29280
Thomas,1,2274200,22743
Anderson,4,1967800,19679
Taylor,4,3962800,39629
Jones,2,800500,8006
Williams,4,3239500,32396
Williams,2,3508200,35083
Taylor,3,3162600,31627
Harris,0,2305900,23060
Harris,0,3885700,38858
Robinson,3,1468000,14681
Garcia,4,1732400,17325
Martin,3,1797400,17975
Thompson,4,78100,782
Martin,2,4329400,43295
Williams,2,1545200,15453
Johnson,4,961300,9614
Davis,1,349300,3494
Garcia,0,2159300,21594
Thomas,0,3937400,39375
Harris,1,1831700,18318
Jackson,1,1952400,19525
Martin,1,4172200,41723
Davis,1,3431200,34313
Martinez,3,953200,9533
Jackson,3,2793100,27932
Williams,0,4126200,41263
Martin,0,607100,6072
Martinez,3,1732100,17322
Wilson,3,3244000,32441
Davis,3,1219800,12199
Smith,3,962500,9626
Johnson,0,912600,9127
Wilson,3,1519800,15199
Martinez,1,1270800,12709
Johnson,4,524100,5242
Johnson,3,4366500,43666
Martinez,3,2521300,25203
Taylor,3,3373900,33740
Anderson,2,643200,6433
Martinez,2,1030100,10302
Martin,3,1898000,18981
White,1,2176300,21764
Smith,1,2057900,20580
Wilson,3,765900,7660
Anderson,0,3744000,37441
Harris,3,3277800,32779
Martinez,4,2964900,29650
Johnson,0,2036300,20364
Davis,0,214800,2149
Moore,3,2972900,29730
Martinez,4,3989100,39892
Martinez,2,2023500,20236
Smith,1,695400,6955
Wilson,0,1394600,13947
Moore,0,3832400,38325
Thompson,0,3102700,31028
Miller,3,2058200,20583
Johnson,3,685700,6858
Williams,1,888400,8885
Martin,4,2787600,27877
Taylor,2,900500,9006
Taylor,0,1987900,19880
Martin,1,2124300,21244
Thompson,3,3805300,38054
Martin,1,2172400,21725
Miller,1,3718900,37190
Garcia,4,783200,7833
Smith,2,2567400,25675
Thompson,0,3330300,33304
White,3,3018100,30182
Martinez,0,2685200,26853
Miller,0,3525000,35251
Wilson,3,1697300,16974
Harris,3,2754200,27543
Davis,2,1466000,14661
Williams,1,3226600,32267
Jones,3,831700,8318
Davis,4,4080200,40803
Taylor,4,2700400,27005
Taylor,2,73100,732
Garcia,1,1693100,16932
Johnson,4,3535900,35360
Wilson,2,2050900,20510
Johnson,1,3049400,30495
Taylor,3,1721800,17219
Martinez,4,299600,2997
Garcia,2,328000,3281
Thomas,2,1797800,17979
Harris,2,3725000,37251
Williams,1,1004400,10045
White,3,388200,3883
Thompson,3,3087200,30873
Jones,0,3609300,36094
Robinson,4,1490500,14906
Martin,0,1739500,17396
Jones,3,4126300,41264
Martin,3,373300,3734
Anderson,4,656600,6567
Williams,3,3867900,38680
White,4,2016000,20161
Martin,0,1949600,19497
Johnson,1,412800,4129
Anderson,4,3794400,37945
Davis,0,3072500,30726
Anderson,2,1109100,11092
Thomas,0,608300,6084
Robinson,4,185500,1856
Miller,1,1303400,13035
Garcia,0,832300,8324
Brown,0,938900,9390
Williams,2,3154000,31541
Brown,2,2329700,23298
Johnson,2,1691000,16911
Thompson,1,1442400,14425
Martin,2,3967200,39662
Thomas,4,3420200,34203
Jones,1,2511000,25111
Smith,0,334900,3350
White,4,3484600,34847
Brown,3,4082600,40827
Martinez,4,1123300,11234
Harris,4,2456800,24569
Jones,2,3617900,36180
Brown,1,940600,9407
Anderson,0,3700700,37008
Miller,4,2615600,26157
White,4,3521800,35219
Taylor,4,3218400,32185
Thompson,0,2751100,27512
Miller,2,778400,7785
Miller,1,1614000,16141
Jones,1,1209600,12097
Thomas,1,664100,6642
Martin,4,151000,1511
Jackson,1,3552900,35530
Thompson,0,1514500,15146
Wilson,3,2425000,24251
Brown,2,2930900,29310
Harris,0,1727800,17279
Wilson,1,4223000,42231
Harris,4,1259600,12597
Anderson,0,438400,4385
Moore,1,3317100,33172
Taylor,2,3420400,34205
Brown,0,1354500,13546
Johnson,4,1721500,17216
Davis,0,2128000,21281
Martinez,3,4202600,42027
Thomas,2,461500,4616
Martinez,1,2716600,27167
Martinez,3,232700,2328
Wilson,0,3453800,34539
Jackson,0,2528500,25286
Garcia,1,2958500,29586
Martin,1,1921600,19217
Anderson,4,3303800,33039
Wilson,3,2422200,24223
Harris,3,4348700,43488
Thomas,4,4017500,40176
Miller,3,2756300,27564
Thompson,4,524500,5246
Jackson,1,1419200,14193
Johnson,1,4112300,41124
Johnson,3,646000,6461
Robinson,3,2415800,24159
Jackson,0,3973700,39738
Robinson,3,1894500,18946
Jackson,0,4035900,40360
Miller,0,2141900,21420
Davis,1,3473200,34733
Thompson,3,4026200,40263
Anderson,2,498900,4990
Robinson,3,4209900,42100
Harris,4,2881300,28814
Jackson,1,3809700,38098
Harris,1,1090600,10907
Moore,0,1390100,13902
Garcia,1,82100,822
Williams,4,295500,2956
Thomas,3,3496300,34964
Martin,3,868700,8688
Williams,1,2781400,27815
Williams,3,1164700,11648
Thomas,2,797300,7974
White,2,898200,8983
Anderson,2,2444000,24441
Brown,2,1268100,12682
Miller,2,3569100,35692
Harris,4,895600,8957
Martinez,4,2318100,23182
Garcia,3,1705800,17059
Thomas,3,2039700,20398
Thomas,3,461100,4612
Williams,4,1779600,17797
Anderson,0,2426800,24269
Miller,4,593300,5934
Davis,1,764200,7643
Davis,2,2075100,20752
Anderson,2,508000,5081
Wilson,3,3788900,37890
Moore,1,741100,7412
Johnson,4,1608700,16088
Thompson,0,976500,9766
Garcia,4,1985600,19857
Anderson,4,1695100,16952
Smith,1,874500,8746
Robinson,2,1902400,19025
Jones,1,2665000,26651
Taylor,4,1386700,13868
White,4,1717900,17180
Jackson,2,1201100,12012
Garcia,3,2561700,25618
Robinson,4,2007700,20078
Thomas,1,81100,812
Davis,2,670000,6701
Smith,3,705900,7060
Jones,0,3874100,38742
Jones,4,2937400,29375
White,0,952400,9525
Johnson,0,111700,1118
Smith,4,2732400,27325
Jones,1,3849800,38499
Anderson,2,1053800,10539
Moore,0,2483000,24831
Miller,0,2184100,21842
Robinson,4,948800,9489
White,2,883700,8838
Williams,4,3598500,35986
Jackson,3,2289000,22891
Harris,3,1642200,16423
Davis,3,2415000,24151
Thomas,0,390100,3902
Harris,3,4202500,42026
Johnson,3,2971000,29711
Martinez,2,989500,9896
Harris,2,3641300,36414
Brown,2,1392500,13915
Anderson,0,1180900,11810
Thomas,4,1631600,16317
Brown,0,3380400,33805
Smith,3,2086500,20866
White,2,1304100,13042
Wilson,1,729100,7292
Wilson,2,3272900,32730
Anderson,0,1608900,16090
Garcia,1,1542600,15427
Jones,4,3318600,33187
Williams,4,1957000,19571
Martin,0,2088900,20890
Martin,0,3116900,31170
Wilson,4,2241700,22418
Brown,2,1521900,15220
Davis,3,2291700,22918
Martinez,2,480000,4801
Williams,0,1205000,12051
Miller,4,3004400,30045
Johnson,3,1157600,11577
Williams,2,2114700,21148
Jones,0,2053200,20533
Miller,4,1500,16
Garcia,2,1643800,16439
Miller,1,3583100,35832
Brown,2,2323800,23239
Davis,3,1528900,15290
Wilson,2,2290600,22907
Davis,2,2480100,24802
Johnson,1,173700,1738
Robinson,2,3579400,35795
Moore,4,3293800,32939
Johnson,0,718600,7187
Johnson,1,1327100,13272
Miller,2,4197800,41979
Robinson,2,1141400,11415
Harris,1,4249100,42492
Garcia,2,2470900,24710
Robinson,2,2881400,28815
Jones,1,2699900,27000
Smith,0,1268800,12689
Williams,0,3977600,39777
Brown,1,216700,2168
Garcia,3,564900,5650
Taylor,1,2565300,25654
Thomas,2,1696100,16962
Wilson,2,3344100,33442
Thomas,0,2758400,27585
Davis,4,965900,9660
Anderson,1,2677000,26771
Thomas,0,3524800,35249
Jones,2,2308300,23084
Garcia,0,3418600,34187
Moore,4,990900,9910
Brown,1,1435400,14355
Robinson,2,908100,9082
Wilson,4,4352000,43521
Garcia,3,2475200,24753
Davis,0,1440100,14402
Williams,0,320700,3197
Thomas,2,3832200,38323
Brown,4,3179900,31800
Williams,3,4002200,40023
Miller,4,3786600,37867
Garcia,3,1862800,18629
Johnson,3,1352300,13513
Thompson,3,2533600,25337
Williams,2,1212200,12123
Martin,3,2646400,26465
Taylor,1,604900,6050
Martin,2,720400,7205
Martinez,1,1250100,12502
Wilson,2,1528400,15285
Martin,1,2113500,21136
Jackson,3,1204700,12048
Williams,0,341300,3414
Martin,2,818600,8187
Thomas,0,44000,441
Thomas,2,4359000,43591
Garcia,3,253000,2531
Smith,2,550600,5507
Taylor,4,748800,7489
Moore,2,1619400,16184
Johnson,0,1513300,15134
White,3,1109500,11085
Anderson,1,78600,787
Miller,0,4362900,43619
Jackson,3,3212700,32128
Wilson,2,2788700,27888
Brown,2,2500,26
Smith,3,2063900,20640
Jones,4,2908400,29085
Moore,2,3963500,39636
Smith,1,239500,2396
Davis,0,2053900,20540
Anderson,0,2910400,29105
Jones,1,3076200,30763
Jackson,0,2246200,22463
Martinez,0,2024400,20245
Martin,1,4155600,41557
Davis,4,4162600,41627
Davis,2,243300,2434
Harris,0,994600,9947
Davis,1,4077200,40773
Martinez,0,2520300,25204
White,2,3809200,38093
Thompson,3,3269000,32691
Thompson,3,4001800,40019
Brown,0,2437600,24377
Martinez,0,950500,9506
Taylor,0,186700,1868
Martin,3,4104000,41041
Brown,0,2040500,20406
Martin,2,1811500,18116
