Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Wilson,3,766800,7669
Wilson,0,407500,4076
Thomas,3,442600,4427
Martin,1,103000,1031
Williams,4,397000,3971
Thomas,4,131400,1315
Harris,4,74300,744
Johnson,2,322400,3225
Williams,1,787500,7876
Johnson,4,271600,2717
Taylor,2,427200,4273
Williams,0,639800,6399
Harris,0,894300,8944
Moore,3,691200,6913
Robinson,0,893600,8937
Martinez,0,172800,1729
Davis,4,825300,8254
Martinez,2,692400,6925
Martin,2,588800,5889
Wilson,1,952000,9521
Jackson,2,1010700,10108
Anderson,0,944200,9443
Anderson,4,701100,7012
Johnson,2,509800,5099
Taylor,0,653200,6533
Anderson,1,548900,5490
Taylor,3,36400,365
Williams,3,326900,3270
Anderson,3,253000,2531
Jones,4,981900,9820
Taylor,4,30600,307
Taylor,4,735200,7353
Harris,1,776900,7770
Taylor,2,109300,1094
Anderson,0,844100,8442
Brown,2,963900,9640
Smith,2,510700,5108
Johnson,4,955700,9558
Smith,3,355800,3559
Jackson,2,954900,9550
Wilson,4,85400,855
Smith,0,616700,6168
Wilson,2,475100,4752
Smith,4,604700,6048
Davis,3,891300,8914
Thompson,2,628900,6290
Robinson,0,545700,5458
Thompson,2,572500,5726
White,1,106900,1070
Miller,2,704300,7044
Thompson,4,1027200,10273
Thomas,2,503100,5032
Jones,3,914600,9147
Wilson,0,436700,4357
Garcia,4,282900,2830
Williams,3,359400,3595
Martin,0,151300,1514
Wilson,2,637100,6372
Martinez,0,29600,297
Anderson,3,478800,4789
White,0,607800,6079
White,2,368500,3686
Martin,1,574500,5746
Wilson,3,1012300,10124
Johnson,4,333200,3333
Harris,1,638700,6388
Harris,2,473300,4734
Johnson,0,808000,8081
Davis,0,666600,6667
Martin,4,940400,9405
White,2,245100,2441
Jackson,1,280000,2801
Miller,1,571400,5715
Taylor,3,488500,4886
Johnson,1,982600,9827
Taylor,4,525400,5255
Anderson,0,989200,9882
Wilson,2,835500,8356
Miller,4,938700,9388
Anderson,2,568500,5686
Martin,4,605400,6055
Thomas,2,459300,4594
Johnson,0,771700,7718
Moore,1,172300,1724
Thomas,2,942500,9415
Martin,1,237200,2373
Taylor,1,637500,6376
Davis,1,69000,691
Wilson,1,847500,8476
Garcia,3,490300,4904
Robinson,4,218300,2184
Davis,2,762900,7619
Johnson,0,561800,5619
Brown,3,78000,781
Robinson,2,817300,8174
White,1,297900,2980
Martinez,2,755000,7551
Miller,1,840600,8407
Miller,2,72800,729
Taylor,3,399100,3992
Thomas,0,900,10
Harris,4,576800,5769
White,3,347000,3471
Brown,4,801600,8017
Miller,2,511500,5116
Moore,4,441900,4420
Jones,3,311800,3119
Moore,4,64100,642
Smith,0,116100,1162
Miller,4,923700,9238
Williams,2,227100,2272
Thompson,0,281100,2812
Brown,2,587900,5880
Thompson,3,293400,2935
Wilson,2,788600,7887
Thompson,2,68400,685
Wilson,1,359900,3600
Thomas,1,649000,6491
Thomas,4,880900,8810
Miller,3,734100,7342
Johnson,3,1012600,10127
Martin,1,307700,3078
Moore,4,65600,657
Harris,3,1009300,10094
Jackson,4,673700,6738
Moore,2,660000,6601
Miller,1,761600,7617
Jackson,1,880600,8807
Robinson,2,595000,5951
Robinson,1,191500,1916
Moore,2,709300,7094
Miller,3,283500,2836
Jackson,1,279600,2797
Harris,0,523800,5239
Smith,3,737800,7368
Jones,0,231900,2320
Garcia,0,100200,1003
Johnson,1,621500,6216
Garcia,0,577800,5779
Smith,1,321900,3220
Thompson,3,481900,4820
Wilson,1,785900,7860
Brown,0,451900,4520
Johnson,1,794200,7943
Thomas,0,55700,558
Moore,3,543400,5424
Davis,2,253800,2539
Harris,1,366000,3661
Thompson,4,516000,5161
Martinez,3,709400,7095
Smith,1,894400,8945
Brown,2,770100,7702
Anderson,2,184800,1849
Martin,4,578900,5790
Williams,0,12300,124
Wilson,0,540200,5392
Anderson,4,415500,4156
Harris,1,535500,5356
Martin,1,985000,9851
Thompson,1,610100,6102
Harris,1,21100,212
Martinez,4,872900,8730
Wilson,2,789900,7900
Smith,1,797500,7976
Martinez,4,230300,2304
Thompson,0,220800,2209
White,1,992100,9922
Johnson,3,142600,1427
Smith,1,636900,6370
Davis,4,390500,3906
Thompson,4,153100,1532
Smith,2,402900,4030
Moore,0,983600,9837
Thomas,4,664000,6641
Garcia,2,371200,3713
Miller,3,397500,3976
Brown,1,800,9
Moore,2,149200,1493
Taylor,3,102200,1023
Johnson,0,857700,8578
Harris,0,495000,4951
Thomas,0,717800,7179
Martin,3,478500,4786
Smith,2,164800,1649
Brown,1,326400,3265
Wilson,3,907700,9078
Miller,4,3200,33
White,4,315800,3159
Brown,3,699400,6995
Jones,1,401100,4012
Brown,1,253200,2533
Brown,4,412700,4128
Williams,4,276100,2762
Williams,1,474200,4743
Anderson,1,512200,5123
Miller,4,114000,1141
Davis,3,725800,7259
Miller,2,753000,7531
Moore,2,37300,374
Williams,0,1013200,10133
Thompson,4,249700,2498
Brown,2,140200,1403
Robinson,0,165800,1659
Johnson,4,869500,8696
Anderson,4,85700,858
Miller,3,256000,2561
Anderson,2,514100,5142
Jackson,4,440400,4405
Harris,0,419600,4197
Moore,1,372100,3722
Miller,2,118000,1181
Jackson,2,519900,5200
Brown,4,441800,4419
Harris,0,545000,5451
Wilson,4,400300,4004
Robinson,0,567000,5671
Williams,4,318400,3185
Davis,3,174000,1741
Wilson,1,991900,9920
Miller,0,894800,8949
Moore,1,362400,3625
Martin,0,917200,9173
Smith,0,356700,3568
Anderson,2,844600,8447
Garcia,1,608400,6085
Martinez,3,742300,7424
Harris,0,7500,76
Williams,3,514300,5144
Taylor,3,512400,5125
Davis,0,352700,3528
Williams,4,865200,8653
Harris,3,326500,3266
White,4,54100,542
Moore,4,864200,8643
Moore,3,259900,2600
Jones,3,289700,2898
Harris,0,982400,9825
Martin,4,883500,8836
Jackson,0,376300,3764
Thomas,2,554900,5550
Garcia,0,482400,4825
Anderson,1,334500,3346
Miller,0,94000,941
Thompson,4,698700,6988
Davis,1,521200,5213
Thomas,3,267200,2673
Jones,0,482800,4829
Williams,3,443600,4437
Wilson,3,137500,1376
Johnson,2,308000,3081
Moore,3,763800,7639
Miller,1,194100,1942
Taylor,0,740500,7406
Miller,3,179400,1784
Moore,4,499500,4996
Wilson,3,145000,1451
Taylor,4,581100,5812
Davis,4,955800,9559
Miller,0,169800,1699
Thompson,2,713700,7138
Jones,2,32800,329
Garcia,2,113900,1140
Robinson,1,157300,1574
Taylor,1,537900,5380
Smith,3,206600,2067
Robinson,4,212700,2128
Taylor,1,922600,9227
Harris,4,140900,1410
Davis,0,227800,2279
Anderson,1,892600,8927
Moore,4,946100,9462
Anderson,0,741100,7412
Moore,0,586800,5869
Taylor,1,984000,9830
Anderson,1,238800,2389
Taylor,0,211100,2112
Taylor,3,573400,5735
White,0,196900,1970
Miller,3,501700,5018
Martin,1,329300,3294
Martin,3,864900,8650
Moore,1,543700,5438
Williams,2,25800,259
White,4,332500,3326
Thompson,1,571000,5711
Garcia,2,109200,1082
Garcia,3,300600,3007
Jackson,3,816600,8167
Martin,2,456100,4562
Johnson,2,746200,7463
Anderson,2,564500,5646
Johnson,1,983500,9836
Martin,2,757300,7574
White,4,950600,9507
Davis,4,674200,6743
Davis,2,763900,7640
Johnson,4,364500,3646
Brown,2,334000,3341
Moore,3,412500,4126
Johnson,1,55000,551
Taylor,1,635600,6357
Martinez,3,56900,570
Miller,4,360100,3602
White,4,26300,264
Martinez,2,246200,2463
Martinez,4,444100,4442
Jackson,2,357500,3576
Brown,1,11500,116
Jones,3,582000,5821
Moore,3,720600,7207
Jones,0,406000,4050
Jones,2,46200,463
Smith,4,463900,4640
Martin,0,135500,1356
Harris,1,383300,3834
Anderson,2,1028600,10287
Garcia,1,1028100,10282
Smith,2,822600,8227
Moore,4,306100,3062
Harris,4,536900,5370
Jackson,4,819900,8200
Thomas,3,544300,5444
Thompson,1,22000,221
Martin,1,34200,343
Miller,0,364700,3648
Taylor,4,750700,7508
White,2,436400,4365
Anderson,1,446600,4467
Wilson,0,840100,8402
Thomas,2,919000,9191
Jackson,1,989800,9899
Robinson,4,155200,1553
Jones,0,614800,6149
Jones,3,824400,8245
Williams,3,263500,2636
Smith,4,301900,3020
Davis,1,216800,2169
Brown,2,837400,8375
Williams,0,504700,5048
Williams,3,982100,9822
Harris,0,25300,254
Smith,3,377500,3776
Thompson,2,170100,1702
Johnson,2,458800,4589
Jones,4,428800,4289
Anderson,1,115100,1152
Thomas,3,128700,1288
Brown,2,77200,773
Miller,1,18500,186
Miller,2,381100,3812
Johnson,1,996600,9967
Moore,4,64500,646
Davis,1,683600,6837
Jones,3,925200,9253
Thompson,1,841900,8420
Moore,0,442300,4424
Martin,1,767200,7673
Miller,3,88300,884
Martinez,4,144500,1446
Johnson,2,710000,7101
Williams,4,99700,998
Thomas,0,757000,7571
Robinson,3,190700,1908
Taylor,0,567600,5677
Thompson,1,785500,7856
Robinson,4,606800,6069
Smith,3,572700,5728
White,2,737200,7373
Thomas,4,495800,4959
Brown,4,726100,7262
Johnson,1,1005900,10060
White,3,243400,2435
Martinez,1,446000,4461
Anderson,4,802400,8025
Martinez,1,939700,9398
Garcia,0,153600,1537
Jones,1,810300,8104
Johnson,1,469900,4700
Smith,2,280500,2806
Anderson,1,85200,853
Jackson,0,471300,4714
White,3,206700,2068
Miller,3,693100,6932
Harris,4,488400,4885
Thomas,1,339600,3397
Jones,2,474900,4750
Martinez,0,552800,5529
Williams,4,225200,2253
Moore,2,131900,1320
Smith,0,405100,4052
Robinson,4,853600,8537
Anderson,3,580300,5804
Jackson,2,44400,434
Wilson,3,331000,3311
Garcia,4,303400,3035
Smith,2,704400,7045
Johnson,1,162200,1623
Brown,1,975400,9755
Miller,4,815200,8153
Brown,3,461200,4613
Smith,4,211300,2114
Jackson,2,277600,2777
Smith,3,598200,5983
Thomas,4,883900,8840
Jones,0,318100,3182
Johnson,3,218800,2189
Williams,1,492000,4921
Brown,1,437800,4379
Smith,3,311500,3116
Miller,0,888900,8890
Martinez,2,761500,7616
Jackson,1,488700,4888
Moore,3,341900,3420
Garcia,0,579400,5795
White,3,977900,9780
Brown,0,215900,2160
Johnson,3,1027800,10279
Wilson,4,655600,6557
Martinez,1,931600,9317
Williams,2,784500,7846
Jackson,0,901200,9013
Harris,3,68900,690
Garcia,0,967600,9677
Thomas,0,319200,3193
Garcia,2,671300,6714
Johnson,4,963200,9633
Smith,1,946800,9469
Wilson,3,226800,2269
Johnson,3,976700,9768
Martin,2,353600,3537
Williams,1,507600,5077
Davis,1,625300,6254
Jackson,3,515600,5157
Williams,3,971900,9720
Davis,2,949300,9494
Martin,3,847300,8474
Harris,3,443200,4433
Davis,4,202000,2021
Garcia,4,148400,1485
Robinson,3,472400,4725
Anderson,3,583800,5839
Williams,4,258200,2583
Moore,4,3700,38
Taylor,4,37100,372
Johnson,1,485200,4853
Davis,4,631600,6317
Taylor,0,804100,8042
Jackson,1,657200,6573
Garcia,4,962100,9622
Martinez,3,83300,834
Johnson,1,323900,3240
Taylor,4,48200,483
Moore,3,201100,2012
Harris,4,560400,5605
Smith,0,968200,9683
Miller,0,99500,996
Williams,3,718400,7185
Taylor,3,594200,5943
Thompson,1,610500,6106
Johnson,3,138700,1388
Johnson,2,212100,2122
Garcia,4,878100,8782
Miller,1,978700,9788
Jackson,0,80200,803
Smith,3,826200,8263
Taylor,2,353500,3536
Davis,4,967100,9672
Davis,3,771400,7715
Robinson,1,999900,10000
Martin,0,507400,5075
Wilson,1,68600,687
Miller,3,646800,6469
Robinson,1,208000,2081
Thompson,2,206100,2062
Jackson,4,536100,5362
Williams,1,844700,8448
Garcia,4,38600,387
Moore,0,431700,4318
Anderson,1,91400,915
Jackson,4,698800,6989
Williams,2,218000,2181
Wilson,0,269000,2691
Jackson,4,1020400,10205
Taylor,2,347200,3473
Miller,2,407200,4073
Martin,4,578300,5784
Martin,2,494500,4946
White,4,974600,9747
Smith,2,527700,5278
Harris,2,554700,5548
Miller,1,1020900,10210
Williams,0,295700,2958
Johnson,4,382600,3827
Davis,2,359700,3598
Miller,4,1004800,10049
Anderson,1,351300,3514
Thompson,3,156300,1564
Wilson,2,984100,9831
Jackson,0,494200,4943
Martin,4,646000,6461
Wilson,0,770500,7706
Wilson,1,917300,9174
Davis,1,103300,1034
Wilson,0,274900,2750
Garcia,0,101100,1012
Johnson,4,557800,5579
Brown,1,577200,5773
Robinson,1,644200,6443
White,4,649400,6495
Anderson,3,444300,4444
Thompson,1,366900,3670
Miller,4,45800,459
Brown,2,892800,8929
Jones,0,300400,3005
Moore,3,488600,4887
Anderson,3,642000,6421
Wilson,0,418800,4189
Wilson,3,405600,4057
Garcia,0,560700,5608
Smith,2,711800,7119
Taylor,4,692200,6923
Wilson,2,562900,5630
Thomas,4,260000,2601
Martin,3,134800,1349
Thomas,2,82200,823
Davis,1,865300,8654
Anderson,3,427000,4271
Martinez,2,700600,7007
Harris,4,260200,2603
Garcia,4,873700,8738
Jones,0,587400,5875
Garcia,0,591700,5918
Smith,2,689800,6899
Garcia,4,120300,1204
Wilson,4,219400,2195
Thompson,1,149300,1494
Robinson,4,374400,3745
Taylor,3,452200,4523
Davis,4,108900,1090
Moore,0,348000,3481
Smith,2,691400,6915
Robinson,4,968100,9682
Martinez,1,363100,3632
Robinson,2,712400,7125
Wilson,0,210800,2109
Jones,2,1027300,10274
Harris,0,545100,5452
Davis,0,635500,6356
Harris,3,492200,4923
Robinson,3,104000,1041
Anderson,4,129700,1298
Harris,2,977400,9775
Brown,0,309800,3099
Johnson,0,696400,6965
Thompson,3,940200,9403
White,3,542000,5421
Williams,2,282700,2828
Williams,3,383700,3838
Davis,2,457700,4578
Moore,2,930700,9308
White,3,139800,1399
Williams,1,763200,7633
Smith,4,940700,9408
Jones,2,825200,8253
Taylor,4,509600,5097
Brown,1,364100,3642
Robinson,4,791500,7916
Robinson,1,104300,1044
Thomas,0,888400,8885
White,4,101800,1019
Garcia,4,675200,6742
Moore,0,842100,8422
Garcia,0,482700,4828
Brown,3,390800,3909
Thomas,2,439200,4393
White,0,248500,2486
White,3,571800,5719
Williams,2,242000,2421
White,0,502600,5027
Johnson,0,221200,2213
Robinson,1,84200,843
Brown,3,472600,4727
Garcia,2,644600,6447
Smith,2,262600,2627
Garcia,4,434300,4344
Jackson,0,300500,3006
Garcia,0,985100,9852
Martinez,4,354800,3549
Moore,1,868800,8689
Smith,0,454500,4546
Wilson,0,727100,7272
Moore,0,1013900,10140
White,4,455800,4559
Robinson,2,666100,6662
Garcia,1,497300,4974
Smith,3,917000,9171
Anderson,4,815000,8151
Wilson,3,225700,2258
Jackson,2,91600,917
Harris,3,25700,258
Thomas,3,837200,8373
Martinez,3,13300,134
Miller,0,466900,4670
Anderson,0,395400,3955
Robinson,4,151900,1520
Robinson,4,81300,814
Moore,1,774400,7745
Williams,1,583700,5838
Miller,0,495600,4957
Miller,2,23100,232
Miller,1,150200,1503
Harris,4,498500,4975
Robinson,2,733400,7335
Martinez,1,436600,4367
Davis,0,3600,37
White,2,631200,6313
Taylor,1,960900,9610
Harris,4,358300,3584
Brown,1,822300,8224
Johnson,4,432500,4326
Harris,1,97800,979
Martin,2,872500,8726
Robinson,4,933700,9338
White,1,992800,9929
Brown,2,142100,1422
Jackson,2,529700,5298
Anderson,3,78200,783
Miller,2,307800,3079
Jackson,2,479800,4799
Garcia,4,300800,3009
Anderson,1,976400,9765
Wilson,3,27400,275
Martin,4,175200,1753
Garcia,1,129300,1294
Anderson,4,149600,1497
Thomas,0,830400,8305
White,2,53600,537
Jones,1,707400,7075
Jones,3,532900,5330
Miller,2,77400,775
Thomas,1,393000,3931
Davis,4,64400,645
Garcia,2,602100,6022
Jones,1,630100,6302
Robinson,2,745100,7452
Harris,4,293900,2940
Moore,2,562600,5627
Thomas,2,691100,6912
Williams,1,892500,8926
Williams,1,430700,4308
Anderson,1,428700,4288
Thompson,0,1018500,10186
Thomas,4,11900,120
Martin,1,842200,8423
Jones,4,672200,6723
Brown,4,407700,4078
Harris,0,166400,1665
Jackson,2,845800,8459
Wilson,0,303300,3034
Miller,3,542500,5426
Thomas,3,723100,7232
Johnson,2,63700,638
Robinson,0,225800,2259
Brown,2,432700,4328
White,1,1010100,10102
Anderson,2,674900,6750
Harris,2,474500,4746
Jones,3,596900,5970
Miller,2,866700,8668
Robinson,2,102600,1027
Brown,0,853700,8538
Martinez,4,232800,2329
Martin,3,3100,32
Jones,0,230800,2309
Robinson,0,243700,2438
Garcia,0,455500,4556
Smith,4,89500,896
Martin,1,184700,1848
Williams,1,593900,5940
White,1,967400,9675
Robinson,4,199800,1999
Robinson,0,919200,9193
Smith,0,721200,7213
Miller,2,679600,6797
Moore,4,293600,2937
Johnson,3,979600,9797
Robinson,0,320800,3198
Miller,2,634900,6350
Martin,2,234600,2347
Taylor,0,745200,7453
Jackson,0,548600,5487
White,2,112900,1130
Jones,0,426700,4268
White,1,838900,8390
Martin,0,706200,7063
Johnson,0,1019300,10194
Martinez,3,259200,2593
Wilson,3,65900,660
Williams,3,289100,2892
Davis,3,270500,2706
White,3,114800,1149
Martin,3,99200,993
Davis,4,111100,1112
Harris,1,346100,3462
Harris,2,736400,7365
Miller,1,521500,5216
Martinez,2,418400,4185
Thomas,4,947200,9473
Moore,0,748300,7484
Thompson,3,708100,7082
Moore,2,951900,9520
Taylor,4,481300,4814
Harris,3,361800,3619
Johnson,3,105000,1051
Robinson,4,271200,2713
Miller,1,67000,671
Davis,1,673500,6736
Smith,3,459000,4591
Thompson,2,80800,809
Harris,4,245200,2453
Harris,3,58900,590
Garcia,4,249200,2493
Martinez,0,465300,4654
Moore,4,694900,6950
Thomas,4,174900,1750
Taylor,1,732200,7323
Williams,4,734500,7346
White,4,459800,4599
Brown,2,202300,2024
Brown,2,109100,1092
Garcia,1,186000,1861
Davis,3,22600,227
Miller,4,662300,6624
Robinson,3,257500,2576
Brown,3,497000,4971
Thompson,1,86700,868
Davis,2,598600,5987
Williams,4,333400,3335
Robinson,4,493400,4935
Jackson,1,866200,8663
White,1,97500,976
Jackson,3,712900,7130
Johnson,2,418300,4184
Martinez,3,344700,3448
Davis,3,987800,9879
Anderson,1,328300,3284
Thompson,1,310600,3107
Harris,4,295500,2956
Smith,2,839800,8399
Brown,1,421200,4213
Davis,2,63500,636
Thomas,1,862400,8625
Robinson,4,238500,2386
Williams,1,325100,3252
Wilson,2,756600,7567
Thomas,0,164000,1641
Harris,2,329100,3292
Jones,1,977600,9777
Taylor,2,1020300,10204
Davis,2,104800,1049
Williams,1,950300,9504
Davis,2,587100,5872
Thomas,1,95700,958
Davis,1,510000,5101
Robinson,4,874800,8749
Anderson,2,721500,7216
Smith,2,323100,3232
Anderson,0,120800,1209
Martin,1,127000,1271
Davis,3,607700,6078
Taylor,4,806600,8067
Moore,0,272800,2729
Davis,1,591500,5916
Anderson,4,784200,7843
Jones,0,670800,6709
Smith,3,228200,2283
Jones,3,820400,8205
Taylor,0,66400,665
Thomas,4,876500,8766
Martin,3,374200,3743
Thomas,1,196500,1966
Anderson,3,920800,9209
Smith,2,191700,1918
Robinson,1,698500,6986
Thompson,2,912200,9123
Johnson,1,985800,9859
Robinson,4,732400,7325
Moore,4,305800,3059
Wilson,0,881600,8817
Wilson,2,124600,1247
Robinson,0,781700,7818
Thomas,4,231000,2311
Jones,0,822000,8221
Harris,1,10900,110
Johnson,1,742400,7425
Williams,1,310700,3108
Jones,4,939500,9396
Moore,0,476500,4766
Martin,0,292900,2930
Thompson,4,588700,5888
Harris,2,648500,6486
Thompson,2,439000,4391
Martin,1,2900,30
Jackson,2,998400,9985
Johnson,3,280800,2809
Thomas,2,997300,9974
White,3,115400,1155
Harris,2,33200,333
Johnson,4,679000,6791
Taylor,2,265500,2656
Robinson,0,1011900,10120
Davis,3,88900,890
Wilson,3,843300,8434
Moore,1,222400,2225
Thompson,2,848200,8483
Jones,2,681000,6811
Garcia,2,836600,8367
White,3,908500,9086
Jackson,1,100800,1009
Moore,1,110100,1102
Thomas,3,741300,7414
Garcia,3,614000,6141
Williams,0,699200,6993
Thompson,2,988100,9882
Thomas,4,690600,6907
Miller,2,745600,7457
Jackson,1,139900,1389
Jones,2,913600,9137
Davis,0,422200,4223
White,4,345000,3451
Garcia,2,195800,1959
Garcia,3,100700,1008
Davis,0,666900,6670
Johnson,2,185000,1851
Martinez,4,702900,7030
Harris,3,199300,1994
Harris,2,821000,8200
Brown,1,794400,7945
Garcia,1,145200,1453
Smith,1,231100,2312
Miller,0,513400,5135
Martinez,3,423000,4231
Thompson,4,400,5
Davis,2,401900,4020
Miller,2,329700,3298
Smith,2,542400,5425
White,4,447200,4473
Jackson,1,767100,7672
Moore,0,838400,8385
Davis,2,1025400,10255
Jackson,4,771100,7712
Johnson,3,409000,4091
Anderson,1,559800,5599
Brown,3,504300,5044
Thompson,4,408000,4081
Taylor,2,874100,8742
Johnson,2,661100,6612
Harris,2,716000,7161
Jones,1,382200,3823
Garcia,1,827400,8275
Williams,1,983200,9833
Martin,0,748900,7490
Williams,0,294300,2944
Smith,2,964300,9644
Martinez,3,299800,2999
Wilson,2,556900,5570
Martin,1,346300,3464
Martinez,4,958500,9586
Moore,3,745700,7458
Garcia,2,559600,5597
Moore,0,124000,1241
Jones,0,168100,1682
Anderson,3,66800,669
Thomas,4,180300,1804
Garcia,2,530400,5305
Thompson,2,394300,3944
Martinez,4,806800,8069
Wilson,4,981000,9811
Taylor,3,151600,1517
Wilson,4,118700,1188
Jones,1,635300,6354
Wilson,1,55800,559
Jackson,3,506800,5069
Johnson,3,1029900,10300
Jones,4,742000,7421
Jackson,0,193800,1939
Anderson,1,537300,5374
White,4,935200,9353
White,1,900600,9007
Harris,0,540800,5409
Garcia,2,149700,1498
Williams,1,962400,9625
Robinson,4,251300,2514
Johnson,2,601700,6018
Anderson,1,290300,2904
Taylor,3,528500,5286
Davis,0,920000,9201
Taylor,0,2600,27
Martin,1,108400,1085
Anderson,2,341800,3419
Martinez,4,418700,4188
Martin,2,253100,2532
Jackson,2,988000,9881
Thompson,1,594700,5948
Martin,4,21500,216
Wilson,0,116600,1167
Martinez,1,923500,9236
Miller,4,861200,8613
Brown,2,567400,5675
Thompson,1,124500,1246
Thompson,4,518100,5182
Jackson,1,16400,165
Miller,4,964700,9648
Thomas,4,849700,8498
White,2,8700,77
Moore,3,577900,5780
Moore,2,210200,2103
Martinez,4,90400,894
Martinez,0,215400,2155
Williams,1,597400,5975
White,4,214400,2145
Martinez,3,177700,1778
Moore,2,456600,4567
Anderson,1,267700,2678
Anderson,1,392700,3928
Miller,4,751000,7511
Brown,0,957000,9571
Brown,0,184000,1841
Davis,1,287600,2877
Thomas,3,394000,3930
White,1,389300,3894
Williams,3,544400,5445
Moore,3,293700,2938
Thomas,3,86900,870
Jones,1,399800,3999
Thomas,1,753900,7540
Smith,2,924900,9250
Jones,0,751300,7514
Robinson,4,919100,9192
Miller,2,779800,7799
Jones,4,959100,9592
Miller,2,748800,7489
Martin,0,207000,2071
Smith,2,135900,1360
Anderson,1,667200,6673
Wilson,0,238400,2385
Anderson,1,448400,4485
Smith,0,321500,3216
Robinson,3,108700,1088
Williams,2,473800,4739
Brown,1,370900,3710
Davis,0,471200,4713
Davis,0,47100,472
Jackson,4,863900,8640
Harris,2,197200,1973
Taylor,1,412100,4122
Taylor,3,589200,5893
Garcia,0,133300,1334
Wilson,2,660600,6607
Moore,3,742700,7428
Williams,3,169900,1700
Martin,0,641400,6415
Robinson,0,702300,7024
Miller,0,593300,5934
Garcia,1,834500,8346
Smith,2,19300,194
Miller,0,834100,8342
Robinson,4,185400,1855
Martinez,1,249600,2497
Martinez,3,290500,2906
White,4,73400,735
Robinson,3,130200,1303
Harris,4,323200,3233
Robinson,2,394200,3943
Moore,4,599900,6000
Williams,3,365200,3653
Robinson,3,183000,1831
Jones,2,969400,9695
Brown,0,653500,6536
Martin,0,902100,9022
Garcia,4,739300,7394
White,1,940500,9406
Johnson,1,49300,494
Thompson,2,409600,4097
Martin,4,495200,4953
Robinson,3,410700,4108
Brown,4,196400,1965
Williams,1,673900,6729
White,0,7000,71
Brown,0,906900,9070
Martinez,0,343300,3434
Wilson,1,346500,3466
Martin,1,177100,1772
Thompson,3,943400,9435
Garcia,2,196700,1968
Thomas,0,849000,8480
Martin,3,577500,5776
Miller,4,680300,6804
Garcia,3,149800,1488
Davis,3,429100,4292
Harris,4,550200,5503
Harris,2,873800,8739
Anderson,2,304800,3049
Davis,2,488900,4890
Davis,2,588400,5885
Martinez,0,657100,6572
Wilson,1,483500,4836
Martinez,4,626100,6262
Smith,1,337700,3378
Garcia,1,887900,8880
Garcia,3,147300,1474
Jones,1,988300,9884
Thompson,1,114500,1146
Miller,2,169300,1694
Garcia,3,642200,6423
Taylor,4,630400,6305
Robinson,4,697000,6971
Wilson,3,204400,2045
Robinson,1,133500,1336
Anderson,1,775600,7746
Johnson,2,169500,1696
Robinson,2,290000,2901
Anderson,2,375700,3758
Harris,0,467600,4677
Jackson,1,799400,7995
Taylor,2,91300,914
Martinez,2,809200,8093
Miller,4,309200,3093
Smith,4,369000,3691
Thomas,2,84300,844
Taylor,2,415800,4159
Garcia,3,813000,8131
Davis,2,643600,6437
Wilson,1,22900,230
Robinson,2,340000,3401
Jackson,2,544800,5449
Anderson,1,802300,8024
Thompson,2,600,7
Harris,1,183400,1835
White,3,314500,3146
Wilson,0,649900,6500
Johnson,3,529000,5280
Moore,4,626600,6267
Wilson,2,283700,2838
Johnson,2,860600,8607
Smith,1,282200,2823
Brown,0,514900,5150
Garcia,3,161800,1619
Williams,2,507800,5079
Thomas,3,33300,334
Jackson,0,962000,9621
Wilson,0,716800,7169
Johnson,2,392400,3925
Jones,3,851400,8515
Robinson,0,655800,6559
Thomas,3,406400,4065
Johnson,0,239200,2393
Robinson,1,999800,9999
Jackson,4,879600,8797
White,1,465800,4659
Garcia,2,606400,6065
Martin,3,872300,8724
Anderson,3,205700,2058
Miller,2,563200,5633
Taylor,4,694300,6944
Jones,4,406500,4066
Brown,3,678900,6790
White,3,1021300,10214
Martin,1,150600,1507
Davis,3,247800,2479
Johnson,2,159500,1596
White,2,530100,5302
Martinez,4,803600,8037
Johnson,1,407100,4072
Davis,2,178900,1790
Martinez,1,851600,8517
Thomas,2,758800,7589
Smith,4,781800,7819
Thompson,2,435300,4354
White,4,896800,8969
Martin,4,569400,5695
Miller,4,428000,4281
Martin,2,874300,8744
Anderson,0,916500,9166
Moore,2,834600,8347
Johnson,3,16300,164
Williams,2,411000,4111
Wilson,1,77900,780
Miller,4,385600,3857
Moore,0,246000,2461
Anderson,4,618700,6188
Martin,4,224200,2243
Robinson,3,218200,2183
Jackson,1,570100,5691
Davis,4,781100,7812
Brown,1,834000,8341
Jackson,2,548500,5486
Anderson,3,283200,2833
White,2,53800,539
Davis,2,651400,6515
Johnson,1,797400,7975
Johnson,3,873200,8733
Smith,2,508400,5085
Robinson,3,549000,5491
Moore,0,130800,1309
Garcia,3,139000,1391
Brown,1,782100,7822
Williams,4,952300,9524
Smith,0,624400,6245
Brown,4,306700,3068
Taylor,0,109700,1098
Harris,2,153000,1531
Moore,2,265300,2654
Martin,1,490000,4901
Anderson,2,608500,6086
Smith,2,898300,8984
Moore,3,819500,8196
Johnson,4,396500,3966
White,3,748200,7483
Robinson,1,122400,1225
Moore,4,566600,5667
Davis,2,150400,1505
Jackson,1,512900,5130
Brown,4,584600,5847
Martin,1,184400,1845
Brown,0,930600,9307
Taylor,3,1008000,10081
Thompson,2,82900,830
Davis,4,1002300,10024
Moore,4,356300,3564
Smith,4,163600,1637
Jackson,4,643900,6440
Taylor,2,72100,722
Taylor,4,739100,7392
